ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Acc,Ovr,Pot
57043,"Nadia Ramos",CL,209,210,3,4,23,191,R,R,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,25,20,20,25,30,20,35,30,20,35,25,50,35,25,30,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,25,35,55,30,30,30,30,40,35,30,30,30,40,35,30,30,30,40,35,40,40,40,40,45,89-91,50,55,50,35,0,0,30,0,20,0,0,0,0,0,0,40,0,0,40,0,35,0,0,0,0,0,0,L,H,L,H,H,VH,30,35
57044,"Jorge Miranda",RP,0,0,0,0,23,187,R,R,20,20,20,30,20,20,20,20,20,30,20,20,20,20,20,35,20,20,25,30,30,45,30,20,35,30,45,35,35,30,25,20,20,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,80,25,30,35,30,35,30,30,30,30,35,30,30,35,30,35,30,40,50,55,35,50,92-94,58,30,75,40,0,25,30,0,20,0,0,0,0,0,0,40,0,40,35,0,35,0,0,0,0,0,0,N,N,N,N,N,VH,25,40
57045,"David Herrera",RP,207,196,23,3,23,187,R,R,25,30,20,25,30,25,25,30,20,20,30,20,25,30,25,25,30,25,30,35,25,35,35,25,30,35,45,25,40,30,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,35,25,45,40,40,40,35,45,40,40,40,35,45,40,40,40,35,50,45,45,40,40,94-96,55,30,40,50,40,40,35,0,0,0,0,0,0,0,0,55,40,50,45,0,0,0,0,0,0,0,0,N,H,L,H,N,VH,35,35
57046,"Lazaro Carranza",RP,209,219,2,4,23,198,R,R,30,30,20,35,30,30,30,30,20,35,30,30,30,35,25,35,35,30,35,35,25,40,40,35,30,25,50,20,35,35,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,35,25,20,20,65,20,40,40,35,45,45,45,40,40,45,45,35,35,35,40,45,40,40,35,45,45,91-93,44,50,65,40,40,25,0,40,0,0,0,0,0,0,0,40,40,30,0,40,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,35
57047,"Abraham Figueroa",C,209,216,22,4,23,187,S,R,45,35,30,35,50,40,45,35,30,35,50,40,50,35,35,40,60,45,45,35,30,40,50,40,30,35,30,30,25,30,30,40,35,45,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,25,25,20,45,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,20,85-87,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,H,H,35,35
57048,"Edgar Herrera",3B,0,0,0,0,23,190,L,R,40,45,30,50,45,30,40,45,30,50,50,30,40,40,30,50,45,30,45,45,30,50,55,30,35,30,65,35,40,25,35,20,20,20,0,0,35,0,35,0,0,0,0,0,0,45,0,35,0,0,0,0,40,25,20,20,75,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,25,85-87,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,30,30
57049,"David Mercado",RP,210,204,11,4,23,187,L,L,25,25,20,25,30,30,30,25,20,25,30,30,25,25,20,20,25,25,40,30,25,35,40,40,35,20,45,20,25,20,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,35,70,30,35,30,30,35,25,35,30,30,30,25,35,30,30,35,25,35,35,30,35,25,93-95,51,40,75,40,0,0,0,0,25,35,0,0,0,0,0,40,0,0,0,0,30,35,0,0,0,0,0,N,H,H,H,H,H,25,25
57050,"Baden Alcock",RF,0,0,0,0,23,188,L,L,35,35,30,35,35,35,35,35,30,35,40,35,35,30,25,30,35,35,45,40,35,45,45,45,25,20,35,20,50,55,45,20,20,20,0,0,0,0,0,0,35,0,40,0,0,0,0,0,0,50,0,45,50,45,40,55,55,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,25,80-83,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,35
57051,"Ignacio Segoviano",CF,209,88,5,4,23,194,R,R,45,40,30,40,45,45,45,40,30,40,45,45,45,40,30,40,50,50,45,40,30,40,45,50,35,30,35,30,50,45,55,20,20,20,0,0,0,0,0,0,45,30,45,0,0,0,0,0,0,55,30,50,40,35,40,25,55,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,20,85-87,62,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,35,35
57052,"Juan Elizondo",C,0,0,0,0,23,185,R,R,35,40,30,35,35,35,35,40,25,30,35,35,35,40,30,35,35,40,45,40,30,45,45,45,35,30,60,25,35,25,40,35,45,50,0,25,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,25,20,20,30,50,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,20,80-83,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,A,25,35
57053,"Beppe Castronovo",C,0,0,0,0,23,192,R,R,35,30,20,35,40,35,35,30,20,35,40,35,40,30,20,35,40,35,45,30,25,40,50,40,30,25,25,30,25,50,30,45,35,40,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,30,30,20,45,30,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,25,35,20,83-85,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,VH,25,30
57054,"Luis Gallegos",1B,207,85,1,3,22,192,R,R,45,40,30,40,50,35,45,40,30,40,50,35,45,40,30,45,55,35,45,40,30,40,50,35,30,30,20,20,40,30,40,20,20,20,0,0,30,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,25,20,20,50,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,20,85-87,54,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,H,35,35
57056,"Arturo Maldonaldo",RP,0,0,0,0,23,181,R,R,25,30,30,35,25,20,25,30,30,35,25,20,25,30,30,35,30,20,25,30,30,45,30,20,30,35,40,25,30,25,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,40,25,25,25,65,25,30,35,35,35,35,30,35,35,35,35,30,30,30,30,35,30,40,40,35,35,91-93,47,35,40,35,0,0,0,35,30,0,0,0,0,0,0,40,0,0,0,35,30,0,0,0,0,0,0,H,N,N,N,N,VH,30,30
57057,"Jesus Madero",C,0,0,0,0,23,187,S,R,40,40,45,45,35,45,40,40,45,45,35,45,40,45,50,45,35,45,40,40,45,45,35,45,35,40,45,25,30,25,30,60,45,55,0,45,25,0,0,0,0,0,0,0,50,45,0,0,0,0,0,0,30,25,25,20,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,80-83,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,35
57058,"Wing Loh",RP,209,216,22,4,23,177,R,R,30,30,20,30,30,30,30,30,20,30,30,30,30,30,20,30,30,30,40,30,20,35,35,40,35,25,40,30,30,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,30,20,35,55,25,30,30,25,40,35,30,35,30,45,35,25,30,25,35,35,40,45,45,40,45,93-95,48,35,30,40,0,0,0,35,25,0,0,0,0,0,0,45,0,0,0,45,40,0,0,0,0,0,0,N,N,N,N,L,VH,25,35
57060,"Maurio Lagututta",RF,202,7,7,1,23,192,R,R,50,45,40,45,45,55,50,45,40,45,45,55,50,45,40,45,45,60,55,45,40,45,45,60,30,25,50,20,45,50,70,20,20,20,0,0,30,0,0,0,40,0,50,0,0,30,0,0,0,50,0,50,30,25,30,35,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,20,80-83,60,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,40,40
57061,"Zhi-peng Bi",RP,0,0,0,0,23,197,R,R,25,25,20,25,30,20,25,25,20,25,30,20,25,25,25,30,30,20,30,30,30,30,40,25,35,40,45,25,40,30,25,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,30,60,20,30,30,25,40,35,30,30,25,40,35,30,30,25,40,35,30,40,40,40,45,90-92,47,55,65,0,0,30,30,30,20,0,0,0,0,0,0,0,0,35,30,30,30,0,0,0,0,0,0,N,N,H,L,L,VH,30,30
57062,"Jesus Medina",SS,209,211,19,4,23,187,R,R,30,35,25,40,35,30,30,35,25,40,35,30,35,35,30,40,40,30,40,40,25,45,50,30,55,55,65,35,55,50,75,20,20,20,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,50,50,40,60,55,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,83-85,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,VH,25,30
57063,"Esteban Carrillo",C,210,204,11,4,23,196,R,R,35,35,30,25,35,35,35,35,30,25,35,30,35,35,35,30,40,35,50,35,40,25,55,40,35,30,30,25,45,25,40,35,50,35,0,25,40,0,0,0,30,0,0,0,30,50,0,0,0,40,0,0,30,35,35,40,50,25,20,25,20,30,20,20,25,20,30,20,20,25,20,30,20,20,30,35,30,20,80-83,63,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,A,25,35
57066,"Luis de la Garza",RP,205,60,19,3,23,183,R,L,25,25,20,20,30,25,25,25,20,20,30,25,25,25,20,20,30,25,40,30,20,30,40,40,25,25,45,20,30,25,40,25,20,25,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,20,45,25,55,45,40,50,35,55,45,40,50,35,50,45,40,50,35,70,50,50,50,40,93-95,52,35,80,50,0,0,40,0,40,70,0,0,0,0,0,70,0,0,50,0,55,80,0,0,0,0,0,N,N,N,N,N,VH,35,45
57067,"Abraão Boubret",RP,209,88,5,4,23,187,L,L,20,25,20,30,20,20,20,25,20,30,25,20,20,20,20,30,20,20,35,30,25,45,40,30,35,30,30,20,20,35,25,20,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,25,80,20,45,35,30,45,30,45,35,30,40,30,50,35,30,45,35,50,35,35,45,40,95-97,49,25,65,50,45,0,0,0,30,0,0,0,0,0,0,55,55,0,0,0,45,0,0,0,0,0,0,N,N,L,H,N,VH,35,35
57068,"Nam-seop Jeon",SP,0,0,0,0,23,196,R,R,25,20,20,25,25,25,25,20,20,25,25,25,25,20,20,25,25,25,35,30,25,40,40,35,30,30,40,25,25,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,20,25,55,30,35,35,35,40,25,35,35,35,40,25,35,35,35,40,25,45,45,45,40,35,93-95,57,50,75,40,35,30,0,0,30,0,0,0,0,0,0,50,45,50,0,0,45,0,0,0,0,0,0,N,H,L,H,H,VH,30,35
57069,"Edgar Mata",RP,210,198,7,4,23,202,S,R,30,30,25,30,30,30,30,30,25,30,30,30,30,30,20,30,30,30,40,30,25,35,40,45,30,30,45,20,35,30,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,25,35,25,45,45,45,45,30,45,50,50,50,30,45,45,45,45,30,55,55,55,45,30,94-96,45,35,50,70,0,0,0,0,35,0,0,0,0,0,0,75,0,0,0,0,60,0,0,0,0,0,0,N,H,L,H,N,VH,35,40
57070,"Frank Garay",SP,0,0,0,0,22,187,R,R,35,35,20,35,35,35,35,35,20,35,35,35,40,35,20,35,40,40,45,35,20,40,40,45,25,30,35,20,30,30,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,25,25,25,35,25,40,35,30,50,25,40,35,30,50,25,40,35,30,45,25,50,50,50,50,30,95-97,45,70,65,50,0,0,0,0,25,30,0,0,0,0,0,80,0,0,0,0,60,40,0,0,0,0,0,L,N,N,N,H,VH,30,40
57071,"Sergio Alzate",C,0,0,0,0,23,188,R,R,35,35,25,35,35,35,35,35,25,35,35,35,40,35,25,35,40,40,45,40,25,40,45,45,25,25,35,25,20,45,40,55,40,55,0,35,25,0,0,0,0,0,0,0,45,30,0,0,0,0,0,0,40,30,35,20,50,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,20,85-87,61,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,VH,25,35
57072,"Jesus Lara",RP,0,0,0,0,23,180,R,R,30,30,20,30,30,35,30,30,20,30,30,35,30,30,20,30,30,35,45,35,30,40,45,45,30,50,35,20,35,30,30,20,20,20,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,30,30,30,35,40,20,40,30,25,40,20,45,30,25,40,20,40,30,25,40,20,40,35,35,40,25,91-93,41,30,50,40,40,0,40,0,30,0,0,0,0,0,0,40,45,0,40,0,35,0,0,0,0,0,0,N,L,N,N,N,VH,25,30
57074,"Wilson Collazo",RP,210,208,6,4,23,176,R,L,30,25,20,35,25,35,30,25,20,30,25,35,30,25,20,35,30,35,40,30,20,35,35,40,30,30,45,20,45,30,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,75,25,40,35,35,40,30,40,35,35,35,30,45,40,35,45,30,50,45,45,40,45,92-94,62,45,80,40,35,0,0,40,25,0,0,0,0,0,0,50,45,0,0,50,50,0,0,0,0,0,0,N,N,N,N,N,H,30,40
57075,"Luis Villa",SP,208,221,24,4,23,183,R,R,40,30,20,40,40,40,40,30,20,40,40,40,45,35,20,40,45,45,45,30,20,40,45,45,40,20,50,25,40,25,40,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,25,20,25,65,25,40,40,40,40,30,40,40,40,40,30,35,35,35,40,30,45,40,45,40,30,93-95,53,45,60,50,40,0,0,0,30,0,0,0,0,0,0,55,50,0,0,0,50,0,0,0,0,0,0,L,N,L,N,N,VH,30,35
57076,"Juan Lugo",C,202,10,10,1,23,184,R,R,45,45,45,40,45,45,45,45,45,40,45,40,45,45,45,40,45,45,50,45,55,40,50,45,40,35,40,25,25,30,35,55,55,40,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,35,40,40,45,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,20,80-83,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,45
57077,"David Rivas",C,205,65,8,3,23,192,R,R,45,40,40,35,40,45,45,40,40,35,40,45,45,40,45,35,45,45,45,40,45,35,45,45,50,40,40,25,35,40,40,55,50,55,0,40,60,0,0,0,0,0,0,0,50,65,0,0,0,0,0,0,25,25,30,20,30,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,20,85-87,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,L,H,35,35
57079,"David Salazar",SS,202,3,3,1,23,190,R,R,35,40,40,30,35,40,35,40,40,30,35,40,35,40,40,30,35,40,40,50,45,30,45,40,70,75,65,80,45,50,65,20,20,20,0,0,0,80,55,75,0,0,0,0,0,0,80,75,75,0,0,0,65,50,50,40,45,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,20,85-87,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,VH,40,40
57080,"Frank Zaragoza",SP,0,0,0,0,23,190,R,L,30,30,20,30,30,30,30,30,20,30,30,30,30,30,20,30,30,30,35,30,25,35,40,30,30,30,50,20,35,40,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,25,25,45,25,45,35,35,40,25,45,35,35,40,25,50,40,35,45,25,50,35,35,40,25,96-98,49,55,70,50,50,0,0,45,35,0,0,0,0,0,0,70,50,0,0,50,50,0,0,0,0,0,0,N,H,L,H,N,VH,30,35
57082,"Wilson Trevino",SP,203,33,8,2,23,189,L,L,40,30,25,30,35,40,40,30,30,30,35,40,35,30,25,30,35,40,45,35,25,35,40,45,25,20,35,20,35,35,25,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,35,25,20,25,70,20,40,40,40,40,40,40,40,40,40,40,40,45,45,45,45,45,45,45,40,45,93-95,55,55,60,45,0,0,20,45,30,40,0,0,0,0,0,55,0,0,30,50,50,45,0,0,0,0,0,N,N,N,N,L,VH,35,40
57083,"Natale Mercado",C,0,0,0,0,23,184,R,R,40,35,30,40,40,45,40,35,30,40,40,45,40,40,35,40,40,45,45,35,30,40,50,45,25,30,35,20,30,45,30,50,50,35,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,45,45,50,50,45,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,20,84-86,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,H,N,N,VH,35,35
57084,"Sergio Soriano",3B,211,248,20,4,23,185,L,R,35,35,30,35,35,35,35,35,30,35,35,35,30,30,30,30,30,30,45,40,45,40,50,40,45,35,40,30,30,50,55,20,20,20,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,30,20,20,20,30,25,20,20,20,40,20,20,20,20,35,20,20,20,20,40,20,20,30,30,40,20,85-87,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,VH,25,35
57085,"Jorge Castillo",SP,0,0,0,0,23,185,R,R,30,30,25,30,30,35,30,30,25,25,30,35,35,30,25,30,30,35,45,30,25,30,40,45,30,25,50,25,30,30,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,25,45,25,40,25,20,50,25,40,25,20,50,25,35,25,20,45,25,40,45,40,50,25,93-95,38,45,55,45,0,0,0,40,35,0,0,0,0,0,0,50,0,0,0,45,40,0,0,0,0,0,0,N,H,L,N,N,VH,25,30
57086,"Jesus Albarran",SP,210,198,7,4,23,203,L,L,35,30,25,35,35,35,35,30,25,35,35,35,30,30,20,30,30,30,45,35,25,40,40,45,30,30,45,20,35,45,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,20,80,25,40,30,25,40,30,40,30,25,40,30,40,30,30,40,30,40,35,35,40,30,93-95,47,55,55,50,0,0,30,45,35,0,0,0,0,0,0,50,0,0,35,45,40,0,0,0,0,0,0,H,H,L,N,N,VH,30,30
57087,"Juan Huerta",RP,209,210,3,4,23,194,R,R,20,20,20,30,25,20,20,20,20,30,20,20,25,20,20,30,25,25,35,30,20,40,40,35,30,30,45,25,30,25,70,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,70,20,40,20,20,40,20,40,20,20,40,20,40,20,20,40,20,45,35,30,40,20,93-95,39,50,40,45,0,0,0,0,25,25,0,0,0,0,0,55,0,0,0,0,50,40,0,0,0,0,0,N,N,N,N,H,VH,25,30
57088,"Silvano Fagnini",RP,209,216,22,4,23,196,R,R,30,30,20,20,30,30,30,30,20,20,30,30,30,30,20,20,30,30,40,35,25,35,40,40,25,35,35,20,25,40,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,35,40,40,75,20,35,40,40,40,30,35,40,40,40,30,35,40,40,40,30,40,45,50,40,50,90-92,62,35,70,0,0,30,30,35,25,20,0,0,0,0,0,0,0,40,45,40,40,25,0,0,0,0,0,N,N,N,L,H,VH,30,35
57089,"Kenan Benzai",RP,207,196,23,3,23,192,L,L,25,30,20,25,30,25,25,30,20,25,30,25,25,25,20,25,25,25,40,35,30,35,40,40,35,30,45,20,35,25,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,80,25,45,35,30,45,40,45,35,30,45,40,45,35,30,45,40,50,40,40,45,50,93-95,49,65,50,45,0,0,50,0,25,30,0,0,0,0,0,55,0,0,70,0,50,35,0,0,0,0,0,N,H,N,N,N,VH,35,40
57090,"Blake Vantassell",RP,0,0,0,0,23,188,R,R,35,30,20,30,35,35,35,30,20,30,35,35,35,30,20,30,35,35,45,35,25,35,45,50,35,25,40,25,35,20,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,25,20,40,20,30,25,25,35,25,30,30,25,40,25,30,25,20,35,25,30,40,40,35,35,86-88,47,60,55,30,30,0,0,0,20,0,0,0,0,0,0,30,35,0,0,0,35,0,0,0,0,0,0,N,H,L,N,H,VH,25,30
57091,"Juan Murillo",SP,0,0,0,0,23,178,R,R,30,20,20,20,30,30,30,20,20,20,30,30,30,20,20,20,30,30,40,30,20,30,40,40,30,25,40,25,40,30,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,20,60,25,35,20,20,35,25,35,20,20,40,25,35,20,20,35,25,40,25,20,35,30,92-94,39,50,60,40,0,0,0,0,20,35,0,0,0,0,0,45,0,0,0,0,40,45,0,0,0,0,0,N,N,N,N,H,VH,20,25
57092,"Juan Jara",CF,0,0,0,0,23,186,L,R,35,30,25,40,40,35,40,30,25,40,40,35,35,30,20,35,35,35,45,30,25,40,45,45,45,35,35,40,50,35,35,20,20,20,0,0,0,25,0,20,40,25,0,0,0,0,35,0,20,50,25,0,35,30,30,25,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,83-85,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,VH,25,30
57094,"Wilfredo Ramirez",SP,206,72,16,3,24,190,R,R,20,30,20,25,20,20,20,30,20,25,20,20,20,30,20,30,20,20,30,35,30,40,35,25,30,35,30,20,25,35,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,25,25,45,25,40,40,40,45,35,45,45,40,45,35,40,40,40,40,35,50,45,50,45,45,94-96,60,45,50,50,40,40,0,0,25,0,0,0,20,0,0,50,50,50,0,0,50,0,0,0,40,0,0,N,H,L,N,H,VH,35,40
57095,"Jesus Miranda",2B,210,207,13,4,23,190,R,R,40,40,35,40,40,40,35,40,30,40,40,35,40,40,35,40,40,40,45,45,35,45,45,50,35,45,40,55,30,30,25,20,20,20,0,0,50,35,0,0,0,0,0,0,0,55,35,0,0,0,0,0,40,35,35,30,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,20,80-83,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,H,30,35
57096,"Andres Valadez",3B,206,73,6,3,23,190,L,R,40,40,35,50,40,45,40,40,35,50,40,45,40,40,35,45,35,40,50,45,55,55,45,50,45,55,60,35,40,50,65,20,20,20,0,0,60,0,45,0,0,0,30,0,0,70,0,45,0,0,0,40,30,25,20,35,45,25,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,35,35,35,20,83-85,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,35,45
57097,"Julio Baldera",SP,0,0,0,0,23,179,L,L,30,25,20,25,25,30,30,25,20,30,25,30,25,20,20,25,20,30,40,30,20,35,40,45,30,30,45,20,40,25,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,20,20,50,25,30,40,45,35,40,30,40,45,35,40,35,40,45,40,40,35,45,50,35,45,93-95,61,55,60,40,25,0,35,40,25,0,0,0,0,0,0,40,35,0,35,40,35,0,0,0,0,0,0,N,N,N,N,N,VH,30,35
57098,"Albert Monsalve",RF,208,220,25,4,23,195,R,R,35,35,25,40,35,40,35,35,25,40,35,40,40,35,25,45,40,40,45,35,25,45,45,45,30,20,45,20,45,45,35,20,20,20,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,40,0,30,30,25,20,35,45,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,20,84-86,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,A,30,30
57100,"David Flores",RF,203,193,11,2,23,186,L,L,45,45,50,45,45,45,45,45,50,45,45,45,45,40,45,40,40,45,45,45,50,45,45,50,35,30,45,20,50,35,60,20,20,25,0,0,0,0,0,0,25,0,50,0,0,0,0,0,0,50,0,50,35,20,20,20,30,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,25,85-87,44,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,40
57101,"Esteban Marmolejo",SP,208,225,29,4,23,196,R,R,25,30,20,30,30,25,25,30,20,30,30,25,30,30,20,30,30,25,30,30,25,35,35,25,30,50,35,20,40,30,30,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,30,30,30,40,45,25,40,30,25,40,25,40,30,25,40,25,40,30,25,40,25,45,35,30,40,25,92-94,40,45,60,45,0,0,45,40,30,0,0,0,0,0,0,50,0,0,50,50,45,0,0,0,0,0,0,N,N,N,L,N,VH,30,30
57102,"Humberto Becerra",CF,210,198,7,4,23,193,R,R,30,25,25,25,30,25,30,25,25,25,30,25,30,30,25,30,30,30,30,25,25,30,35,30,50,40,45,30,55,50,65,20,20,20,0,0,0,0,0,20,20,35,25,0,0,0,0,0,25,65,40,60,55,55,55,55,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,20,83-85,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,L,VH,25,25
